secondsSinceStart,secondsSinceManeuer,timeJulianDate,timeUtcYear,timeUtcMonth,timeUtcDay,timeUtcHour,timeUtcMinute,timeUtcSeconds,positionDepRelToChiefLvlhX,positionDepRelToChiefLvlhY,positionDepRelToChiefLvlhZ,relativeRange,relativeVelocity
997640.479,0,2460757.10255184,2025,3,22,14,27,40.479,1005.56091463566,1.98535534419326,1001.75057591905,1419.38751263807,0.237232257781154
997700.479,60,2460757.10324628,2025,3,22,14,28,40.479,1005.54747967422,-12.1893479479246,1003.03860490222,1420.33825443335,0.237203431446832
997760.479,120,2460757.10394073,2025,3,22,14,29,40.479,1005.46790822595,-26.3636941271112,1004.30758487424,1421.37063564583,0.237170552845488
997820.479,180,2460757.10463517,2025,3,22,14,30,40.479,1005.32220041752,-40.5371073113375,1005.55749141496,1422.48439438267,0.237133623416165
997880.479,240,2460757.10532961,2025,3,22,14,31,40.479,1005.11035754532,-54.7090116259398,1006.78830046268,1423.67924363126,0.237092645312232
997940.479,300,2460757.10602406,2025,3,22,14,32,40.479,1004.8323822096,-68.8788312035785,1007.99998831481,1424.95487162494,0.237047621419744
998000.479,360,2460757.1067185,2025,3,22,14,33,40.479,1004.48827819526,-83.0459901771769,1009.19253162779,1426.31094204928,0.236998555342388
998060.479,420,2460757.10741295,2025,3,22,14,34,40.479,1004.078050524,-97.2099127217051,1010.36590741825,1427.74709439331,0.236945451406006
998120.479,480,2460757.10810739,2025,3,22,14,35,40.479,1003.60170544684,-111.370023021891,1011.52009306299,1429.26294427368,0.236888314665874
998180.479,540,2460757.10880184,2025,3,22,14,36,40.479,1003.05925048888,-125.525745337221,1012.65506629956,1430.85808382101,0.236827150910239
998240.479,600,2460757.10949628,2025,3,22,14,37,40.479,1002.45069436729,-139.676503963077,1013.77080522676,1432.53208198871,0.236761966643262
998300.479,660,2460757.11019073,2025,3,22,14,38,40.479,1001.7760470286,-153.82172326309,1014.86728830502,1434.28448496784,0.23669276910369
998360.479,720,2460757.11088517,2025,3,22,14,39,40.479,1001.03531968594,-167.960827679593,1015.94449435687,1436.11481661724,0.236619566266689
998420.479,780,2460757.11157961,2025,3,22,14,40,40.479,1000.22852477431,-182.0932417408,1017.00240256719,1438.0225788517,0.236542366834933
998480.479,840,2460757.11227406,2025,3,22,14,41,40.479,999.355675920844,-196.218390075896,1018.04099248399,1440.00725205708,0.236461180239091
998540.479,900,2460757.1129685,2025,3,22,14,42,40.479,998.41678802669,-210.335697411956,1019.06024401821,1442.06829559413,0.236376016658417
998600.479,960,2460757.11366295,2025,3,22,14,43,40.479,997.411877259612,-224.444588623487,1020.06013744482,1444.20514826144,0.236286887004125
998660.479,1020,2460757.11435739,2025,3,22,14,44,40.479,996.340960912406,-238.544488670681,1021.04065340274,1446.41722866126,0.236193802920615
998720.479,1080,2460757.11505184,2025,3,22,14,45,40.479,995.204057604074,-252.63482269088,1022.0017728954,1448.70393583679,0.236096776805432
998780.479,1140,2460757.11574628,2025,3,22,14,46,40.479,994.001187175512,-266.715015941505,1022.94347729106,1451.06464968565,0.235995821798073
998840.479,1200,2460757.11644073,2025,3,22,14,47,40.479,992.732370637357,-280.784493870131,1023.86574832321,1453.49873144032,0.23589095177425
998900.479,1260,2460757.11713517,2025,3,22,14,48,40.479,991.397630318999,-294.842682073288,1024.76856809101,1456.00552427578,0.235782181372334
998960.479,1320,2460757.11782961,2025,3,22,14,49,40.479,989.996989704669,-308.889006337715,1025.65191905966,1458.584353725,0.235669525972403
999020.479,1380,2460757.11852406,2025,3,22,14,50,40.479,988.530473552644,-322.922892641122,1026.51578406047,1461.23452828737,0.235553001712981
999080.479,1440,2460757.1192185,2025,3,22,14,51,40.479,986.998107858002,-336.943767175812,1027.36014629155,1463.95533994112,0.235432625489939
999140.479,1500,2460757.11991295,2025,3,22,14,52,40.479,985.399919785559,-350.951056324373,1028.18498931793,1466.7460646299,0.235308414953007
999200.479,1560,2460757.12060739,2025,3,22,14,53,40.479,983.735937818885,-364.944186710388,1028.99029707225,1469.60596291623,0.235180388522812
999260.479,1620,2460757.12130184,2025,3,22,14,54,40.479,982.00619161129,-378.922585186321,1029.7760538545,1472.53428042247,0.235048565378536
999320.479,1680,2460757.12199628,2025,3,22,14,55,40.479,980.210712075233,-392.885678844276,1030.5422443329,1475.53024844042,0.234912965471304
999380.479,1740,2460757.12269073,2025,3,22,14,56,40.479,978.349531330168,-406.832895049625,1031.28885354387,1478.593084453,0.234773609524114
999440.479,1800,2460757.12338517,2025,3,22,14,57,40.479,976.422682724893,-420.763661415555,1032.01586689238,1481.72199269132,0.234630519033368
999500.479,1860,2460757.12407961,2025,3,22,14,58,40.479,974.430200859904,-434.677405834023,1032.72327015252,1484.91616470594,0.234483716277337
999560.479,1920,2460757.12477406,2025,3,22,14,59,40.479,972.37212151289,-448.573556492341,1033.41104946763,1488.17477987011,0.234333224308869
999620.479,1980,2460757.1254685,2025,3,22,15,0,40.479,970.248481795192,-462.451541856767,1034.07919135029,1491.49700602289,0.234179066982399
999680.479,2040,2460757.12616295,2025,3,22,15,1,40.479,968.059319920838,-476.310790753497,1034.72768268295,1494.88199988636,0.234021268924483
999740.479,2100,2460757.12685739,2025,3,22,15,2,40.479,965.804675422609,-490.150732256478,1035.3565107185,1498.32890771249,0.233859855567418
999800.479,2160,2460757.12755184,2025,3,22,15,3,40.479,963.484588973224,-503.970795814196,1035.96566307967,1501.83686574228,0.23369485312993
999860.479,2220,2460757.12824628,2025,3,22,15,4,40.479,961.099102579057,-517.770411201911,1036.55512776019,1505.40500084875,0.233526288647024
999920.479,2280,2460757.12894073,2025,3,22,15,5,40.479,958.648259371519,-531.549008534066,1037.12489312436,1509.03243093308,0.23335418994377
999980.479,2340,2460757.12963517,2025,3,22,15,6,40.479,956.132103770971,-545.306018307044,1037.6749479078,1512.71826556661,0.23317858566568
1000040.479,2400,2460757.13032961,2025,3,22,15,7,40.479,953.550681389868,-559.040871379163,1038.20528121738,1516.46160643754,0.232999505266793
1000100.479,2460,2460757.13102406,2025,3,22,15,8,40.479,950.90403906256,-572.75299898476,1038.71588253163,1520.26154788411,0.232816979022472
1000160.479,2520,2460757.1317185,2025,3,22,15,9,40.479,948.192224875093,-586.441832760014,1039.20674170085,1524.11717742469,0.232631038029397
1000220.479,2580,2460757.13241295,2025,3,22,15,10,40.479,945.415288105607,-600.106804732102,1039.67784894735,1528.02757621104,0.232441714212902
1000280.479,2640,2460757.13310739,2025,3,22,15,11,40.479,942.573279261589,-613.747347346164,1040.12919486582,1531.99181954886,0.232249040330877
1000340.479,2700,2460757.13380184,2025,3,22,15,12,40.479,939.666250087321,-627.362893481685,1040.56077042324,1536.0089773874,0.232053049975445
1000400.479,2760,2460757.13449628,2025,3,22,15,13,40.479,936.694253511727,-640.952876435923,1040.97256695956,1540.07811475125,0.23185377758152
1000460.479,2820,2460757.13519073,2025,3,22,15,14,40.479,933.65734373033,-654.516729952625,1041.36457618733,1544.19829226278,0.231651258431473
1000520.479,2880,2460757.13588517,2025,3,22,15,15,40.479,930.555576123297,-668.053888243885,1041.73679019226,1548.36856655384,0.231445528660879
1000580.479,2940,2460757.13657961,2025,3,22,15,16,40.479,927.389007285237,-681.563785975334,1042.08920143332,1552.58799072081,0.231236625259775
1000640.479,3000,2460757.13727406,2025,3,22,15,17,40.479,924.157695047557,-695.045858285456,1042.42180274287,1556.85561477906,0.231024586077777
1000700.479,3060,2460757.1379685,2025,3,22,15,18,40.479,920.861698448658,-708.499540798054,1042.73458732705,1561.17048607413,0.230809449837081
1000760.479,3120,2460757.13866295,2025,3,22,15,19,40.479,917.501077748835,-721.924269653927,1043.02754876536,1565.53164971811,0.230591256125871
1000820.479,3180,2460757.13935739,2025,3,22,15,20,40.479,914.075894393027,-735.319481476117,1043.30068101152,1569.93814895613,0.230370045413831
1000880.479,3240,2460757.14005184,2025,3,22,15,21,40.479,910.58621109277,-748.684613428873,1043.55397839335,1574.38902563439,0.230145859051195
1000940.479,3300,2460757.14074628,2025,3,22,15,22,40.479,907.032091714442,-762.019103180391,1043.78743561258,1578.88332050041,0.22991873927883
1001000.479,3360,2460757.14144073,2025,3,22,15,23,40.479,903.413601368666,-775.322388936916,1044.00104774567,1583.42007364401,0.229688729228439
1001060.479,3420,2460757.14213517,2025,3,22,15,24,40.479,899.73080638051,-788.593909488664,1044.19481024306,1587.99832486413,0.229455872934199
1001120.479,3480,2460757.14282961,2025,3,22,15,25,40.479,895.983774252236,-801.833104140857,1044.36871893035,1592.61711396671,0.229220215329933
1001180.479,3540,2460757.14352406,2025,3,22,15,26,40.479,892.172573752701,-815.039412798128,1044.5227700074,1597.27548119752,0.228981802268039
1001240.479,3600,2460757.1442185,2025,3,22,15,27,40.479,888.297274798155,-828.212275941506,1044.65696004915,1601.97246749536,0.228740680511511
1001300.479,3660,2460757.14491295,2025,3,22,15,28,40.479,884.357948541641,-841.351134606034,1044.77128600527,1606.70711485098,0.228496897740383
1001360.479,3720,2460757.14560739,2025,3,22,15,29,40.479,880.354667343199,-854.455430489398,1044.86574520066,1611.4784666571,0.228250502574895
1001420.479,3780,2460757.14630184,2025,3,22,15,30,40.479,876.287504732609,-867.524605848845,1044.94033533509,1616.28556793467,0.228001544554617
1001480.479,3840,2460757.14699628,2025,3,22,15,31,40.479,872.156535491347,-880.55810358872,1044.9950544837,1621.12746571373,0.227750074170305
1001540.479,3900,2460757.14769073,2025,3,22,15,32,40.479,867.961835563183,-893.555367225712,1045.02990109686,1626.00320924609,0.227496142846736
1001600.479,3960,2460757.14838517,2025,3,22,15,33,40.479,863.703482143581,-906.515840959046,1045.0448740001,1630.91185036179,0.227239802970114
1001660.479,4020,2460757.14907961,2025,3,22,15,34,40.479,859.381553560495,-919.438969588572,1045.03997239465,1635.85244362099,0.22698110787274
1001720.479,4080,2460757.14977406,2025,3,22,15,35,40.479,854.996129401028,-932.324198597411,1045.01519585701,1640.82404667688,0.226720111855234
1001780.479,4140,2460757.1504685,2025,3,22,15,36,40.479,850.54729039222,-945.170974157025,1044.97054433904,1645.82572045728,0.226456870183373
1001840.479,4200,2460757.15116295,2025,3,22,15,37,40.479,846.035118512809,-957.978743099393,1044.90601816843,1650.85652943915,0.226191439096975
1001900.479,4260,2460757.15185739,2025,3,22,15,38,40.479,841.459696903825,-970.746952971804,1044.82161804824,1655.91554185546,0.225923875815742
1001960.479,4320,2460757.15255184,2025,3,22,15,39,40.479,836.821109905839,-983.475052006616,1044.71734505723,1661.00182991076,0.225654238546299
1002020.479,4380,2460757.15324628,2025,3,22,15,40,40.479,832.119443051517,-996.162489162446,1044.59320064966,1666.11447000564,0.225382586479951
1002080.479,4440,2460757.15394073,2025,3,22,15,41,40.479,827.354783058167,-1008.80871410642,1044.44918665552,1671.25254291853,0.225108979808804
1002140.479,4500,2460757.15463517,2025,3,22,15,42,40.479,822.527217872441,-1021.41317726414,1044.28530528067,1676.41513404495,0.224833479729952
1002200.479,4560,2460757.15532961,2025,3,22,15,43,40.479,817.63683655858,-1033.97532979203,1044.101559106,1681.60133350436,0.224556148439898
1002260.479,4620,2460757.15602406,2025,3,22,15,44,40.479,812.683729432523,-1046.49462359143,1043.8979510887,1686.81023638621,0.224277049153338
1002320.479,4680,2460757.1567185,2025,3,22,15,45,40.479,807.667987957597,-1058.97051134558,1043.67448456111,1692.04094288374,0.223996246100562
1002380.479,4740,2460757.15741295,2025,3,22,15,46,40.479,802.589704804122,-1071.40244652013,1043.43116323149,1697.29255847939,0.223713804537046
1002440.479,4800,2460757.15810739,2025,3,22,15,47,40.479,797.448973804712,-1083.78988334929,1043.16799118347,1702.56419406206,0.223429790746012
1002500.479,4860,2460757.15880184,2025,3,22,15,48,40.479,792.245889976621,-1096.13227686378,1042.88497287623,1707.85496609592,0.223144272044906
1002560.479,4920,2460757.15949628,2025,3,22,15,49,40.479,786.980549521744,-1108.4290829007,1042.58211314474,1713.16399676009,0.222857316784842
1002620.479,4980,2460757.16019073,2025,3,22,15,50,40.479,781.653049834073,-1120.67975812901,1042.25941719912,1718.49041409467,0.222568994366354
1002680.479,5040,2460757.16088517,2025,3,22,15,51,40.479,776.263489477336,-1132.88376003475,1041.91689062477,1723.83335210083,0.222279375237524
1002740.479,5100,2460757.16157961,2025,3,22,15,52,40.479,770.811968155205,-1145.04054694039,1041.55453938292,1729.19195085393,0.221988530893447
1002800.479,5160,2460757.16227406,2025,3,22,15,53,40.479,765.298586793244,-1157.14957800258,1041.17236980962,1734.56535664536,0.221696533890372
1002860.479,5220,2460757.1629685,2025,3,22,15,54,40.479,759.723447471857,-1169.21031326265,1040.77038861637,1739.95272208728,0.221403457844554
1002920.479,5280,2460757.16366295,2025,3,22,15,55,40.479,754.086653411388,-1181.22221360476,1040.3486028896,1745.35320617371,0.221109377435652
1002980.479,5340,2460757.16435739,2025,3,22,15,56,40.479,748.388309068978,-1193.18474079283,1039.9070200909,1750.765974437,0.22081436841385
1003040.479,5400,2460757.16505184,2025,3,22,15,57,40.479,742.628519997001,-1205.09735750087,1039.44564805683,1756.19019899122,0.220518507600131
1003100.479,5460,2460757.16574628,2025,3,22,15,58,40.479,736.807392954826,-1216.95952728049,1038.96449499877,1761.62505863753,0.220221872890231
1003160.479,5520,2460757.16644073,2025,3,22,15,59,40.479,730.925035856664,-1228.77071458138,1038.46356950258,1767.06973892909,0.219924543259852
1003220.479,5580,2460757.16713517,2025,3,22,16,0,40.479,724.981557749212,-1240.53038479102,1037.94288052901,1772.52343225896,0.21962659876503
1003280.479,5640,2460757.16782961,2025,3,22,16,1,40.479,718.977068901062,-1252.23800422672,1037.40243741317,1777.98533795587,0.219328120545355
1003340.479,5700,2460757.16852406,2025,3,22,16,2,40.479,712.911680698395,-1263.89304011709,1036.8422498646,1783.45466228803,0.219029190827717
1003400.479,5760,2460757.1692185,2025,3,22,16,3,40.479,706.78550568223,-1275.49496067368,1036.26232796686,1788.93061858467,0.218729892923657
1003460.479,5820,2460757.16991295,2025,3,22,16,4,40.479,700.598657540977,-1287.04323502918,1035.66268217791,1794.41242724145,0.218430311238547
1003520.479,5880,2460757.17060739,2025,3,22,16,5,40.479,694.351251162589,-1298.53733331783,1035.0433233293,1799.89931584514,0.218130531265083
1003580.479,5940,2460757.17130184,2025,3,22,16,6,40.479,688.043402522802,-1309.97672662989,1034.40426262634,1805.39051914168,0.217830639588465
1003640.479,6000,2460757.17199628,2025,3,22,16,7,40.479,681.67522880435,-1321.3608870451,1033.74551164836,1810.88527914697,0.217530723887511
1003700.479,6060,2460757.17269073,2025,3,22,16,8,40.479,675.246848315001,-1332.68928764807,1033.0670823477,1816.38284516278,0.217230872932538
1003760.479,6120,2460757.17338517,2025,3,22,16,9,40.479,668.75838047266,-1343.96140252585,1032.36898705029,1821.8824738042,0.216931176582221
1003820.479,6180,2460757.17407961,2025,3,22,16,10,40.479,662.209945887327,-1355.1767067848,1031.65123845471,1827.38342907266,0.216631725789586
1003880.479,6240,2460757.17477406,2025,3,22,16,11,40.479,655.601666294038,-1366.33467657184,1030.91384963269,1832.88498237469,0.216332612600022
1003940.479,6300,2460757.1754685,2025,3,22,16,12,40.479,648.933664560318,-1377.43478903307,1030.15683402863,1838.38641251891,0.216033930140607
1004000.479,6360,2460757.17616295,2025,3,22,16,13,40.479,642.206064715981,-1388.47652241101,1029.38020545931,1843.88700582113,0.21573577263067
1004060.479,6420,2460757.17685739,2025,3,22,16,14,40.479,635.418991886079,-1399.45935596359,1028.58397811392,1849.38605604028,0.215438235369251
1004120.479,6480,2460757.17755184,2025,3,22,16,15,40.479,628.572572365403,-1410.38277004786,1027.76816655346,1854.8828644846,0.21514141473684
1004180.479,6540,2460757.17824628,2025,3,22,16,16,40.479,621.666933551431,-1421.24624607021,1026.93278571096,1860.37673996639,0.214845408191137
1004240.479,6600,2460757.17894073,2025,3,22,16,17,40.479,614.702203989029,-1432.04926653422,1026.07785089099,1865.86699886654,0.214550314260208
1004300.479,6660,2460757.17963517,2025,3,22,16,18,40.479,607.678513355553,-1442.79131506676,1025.20337776927,1871.35296516066,0.214256232540661
1004360.479,6720,2460757.18032961,2025,3,22,16,19,40.479,600.595992431045,-1453.47187634061,1024.30938239297,1876.83397035955,0.213963263688701
1004420.479,6780,2460757.18102406,2025,3,22,16,20,40.479,593.454773165286,-1464.09043620251,1023.39588117966,1882.30935363659,0.213671509419026
1004480.479,6840,2460757.1817185,2025,3,22,16,21,40.479,586.25498855114,-1474.646481586,1022.4628909179,1887.77846172671,0.213381072490093
1004540.479,6900,2460757.18241295,2025,3,22,16,22,40.479,578.996772773564,-1485.13950059994,1021.51042876631,1893.2406490467,0.213092056707797
1004600.479,6960,2460757.18310739,2025,3,22,16,23,40.479,571.680261090398,-1495.56898244639,1020.53851225384,1898.69527759707,0.21280456690272
1004660.479,7020,2460757.18380184,2025,3,22,16,24,40.479,564.305589921772,-1505.93441752176,1019.54715927871,1904.14171707015,0.212518708937079
1004720.479,7080,2460757.18449628,2025,3,22,16,25,40.479,556.872896701097,-1516.2352973808,1018.53638810915,1909.57934477888,0.212234589677259
1004780.479,7140,2460757.18519073,2025,3,22,16,26,40.479,549.38232010603,-1526.47111473852,1017.50621738203,1915.00754572593,0.211952317003738
1004840.479,7200,2460757.18588517,2025,3,22,16,27,40.479,541.833999805152,-1536.64136351009,1016.45666610351,1920.42571255992,0.211671999779997
1004900.479,7260,2460757.18657961,2025,3,22,16,28,40.479,534.228076614439,-1546.74553879185,1015.38775364828,1925.83324560423,0.211393747850525
1004960.479,7320,2460757.18727406,2025,3,22,16,29,40.479,526.564692504704,-1556.78313688019,1014.2994997591,1931.22955287005,0.211117672031096
1005020.479,7380,2460757.1879685,2025,3,22,16,30,40.479,518.843990474939,-1566.75365530987,1013.19192454685,1936.61405004862,0.210843884087561
1005080.479,7440,2460757.18866295,2025,3,22,16,31,40.479,511.066114641726,-1576.65659279235,1012.06504848972,1941.98616048238,0.210572496722788
1005140.479,7500,2460757.18935739,2025,3,22,16,32,40.479,503.23121022433,-1586.49144932626,1010.91889243363,1947.34531524545,0.210303623560244
1005200.479,7560,2460757.19005184,2025,3,22,16,33,40.479,495.339423544705,-1596.25772610729,1009.75347759103,1952.69095306503,0.210037379131395
1005260.479,7620,2460757.19074628,2025,3,22,16,34,40.479,487.390901997685,-1605.95492559541,1008.56882554095,1958.02252036266,0.209773878857755
1005320.479,7680,2460757.19144073,2025,3,22,16,35,40.479,479.385794073343,-1615.58255152299,1007.36495822878,1963.33947126118,0.209513239023831
1005380.479,7740,2460757.19213517,2025,3,22,16,36,40.479,471.324249356985,-1625.14010887395,1006.14189796586,1968.64126756123,0.209255576768891
1005440.479,7800,2460757.19282961,2025,3,22,16,37,40.479,463.206418499351,-1634.62710392685,1004.89966742886,1973.92737876294,0.209001010059851
1005500.479,7860,2460757.19352406,2025,3,22,16,38,40.479,455.032453238964,-1644.04304424659,1003.63828965958,1979.19728205833,0.208749657668946
1005560.479,7920,2460757.1942185,2025,3,22,16,39,40.479,446.802506402135,-1653.3874386879,1002.35778806446,1984.45046232745,0.208501639154628
1005620.479,7980,2460757.19491295,2025,3,22,16,40,40.479,438.516731888056,-1662.65979741448,1001.05818641442,1989.68641214425,0.208257074840581
