secondsSinceStart,secondsSinceManeuer,timeJulianDate,timeUtcYear,timeUtcMonth,timeUtcDay,timeUtcHour,timeUtcMinute,timeUtcSeconds,positionDepRelToChiefLvlhX,positionDepRelToChiefLvlhY,positionDepRelToChiefLvlhZ,relativeRange,relativeVelocity
1233317.324,0,2460759.8302931,2025,3,25,7,55,37.324,-248.13174316287,-1.83278199754408,-0.240544354717713,248.138628424681,0.0363200479101308
1233377.324,60,2460759.83098754,2025,3,25,7,56,37.324,-248.124813690782,0.335373439377179,-0.459250776155386,248.125465351109,0.0363188545859616
1233437.324,120,2460759.83168199,2025,3,25,7,57,37.324,-248.113152809441,2.50342178523742,-0.677948683151044,248.12670822,0.0363171403336259
1233497.324,180,2460759.83237643,2025,3,25,7,58,37.324,-248.096761062741,4.67132170870474,-0.896633901575115,248.142354403037,0.0363149052435663
1233557.324,240,2460759.83307088,2025,3,25,7,59,37.324,-248.075639106333,6.83903191805325,-1.11530225770548,248.172397689022,0.0363121494273222
1233617.324,300,2460759.83376532,2025,3,25,8,0,37.324,-248.049787685275,9.00651110963575,-1.3339495791588,248.216828266251,0.0363088730157112
1233677.324,360,2460759.83445976,2025,3,25,8,1,37.324,-248.019207604229,11.1737179856303,-1.5525716933189,248.275632701067,0.0363050761515698
1233737.324,420,2460759.83515421,2025,3,25,8,2,37.324,-247.98389980197,13.3406112683921,-1.77116442902479,248.348794024538,0.0363007589970267
1233797.324,480,2460759.83584865,2025,3,25,8,3,37.324,-247.943865261972,15.5071496853764,-1.98972361563938,248.436291657395,0.0362959217344168
1233857.324,540,2460759.8365431,2025,3,25,8,4,37.324,-247.899105109274,17.6732919804762,-2.20824508357327,248.53810152521,0.0362905645590339
1233917.324,600,2460759.83723754,2025,3,25,8,5,37.324,-247.849620491266,19.8389969015228,-2.42672466428485,248.654195959609,0.0362846876836384
1233977.324,660,2460759.83793199,2025,3,25,8,6,37.324,-247.7954127267,22.0042232123642,-2.64515818998916,248.784543871651,0.036278291344886
1234037.324,720,2460759.83862643,2025,3,25,8,7,37.324,-247.736483164132,24.1689296885547,-2.86354149470571,248.929110637375,0.0362713757882793
1234097.324,780,2460759.83932088,2025,3,25,8,8,37.324,-247.672833234072,26.3330751320509,-3.08187041280326,249.087858181293,0.0362639412764588
1234157.324,840,2460759.84001532,2025,3,25,8,9,37.324,-247.604464501143,28.4966183471712,-3.30014078092063,249.260745058856,0.0362559880968159
1234217.324,900,2460759.84070976,2025,3,25,8,10,37.324,-247.531378567219,30.6595181411667,-3.51834843633696,249.447726395243,0.0362475165483646
1234277.324,960,2460759.84140421,2025,3,25,8,11,37.324,-247.453577183187,32.8217333642958,-3.73648921825225,249.648754039492,0.0362385269472838
1234337.324,1020,2460759.84209865,2025,3,25,8,12,37.324,-247.371062129736,34.9832228720686,-3.95455896737985,249.863776482981,0.03622901963007
1234397.324,1080,2460759.8427931,2025,3,25,8,13,37.324,-247.283835321665,37.1439455474994,-4.17255352577195,250.092739009259,0.0362189949448751
1234457.324,1140,2460759.84348754,2025,3,25,8,14,37.324,-247.191898740828,39.3038602716165,-4.39046873745974,250.335583669364,0.0362084532660665
1234517.324,1200,2460759.84418199,2025,3,25,8,15,37.324,-247.095254451036,41.4629259577143,-4.60830044804607,250.592249349849,0.036197394976573
1234577.324,1260,2460759.84487643,2025,3,25,8,16,37.324,-246.99390462786,43.6211015413165,-4.82604450552026,250.862671851679,0.0361858204793096
1234637.324,1320,2460759.84557088,2025,3,25,8,17,37.324,-246.887851506472,45.7783459780224,-5.04369675903581,251.146783891338,0.0361737301956878
1234697.324,1380,2460759.84626532,2025,3,25,8,18,37.324,-246.777097433805,47.9346182417723,-5.26125306048198,251.444515206844,0.036161124563439
1234757.324,1440,2460759.84695976,2025,3,25,8,19,37.324,-246.661644846201,50.0898773384532,-5.47870926343603,251.755792595142,0.0361480040394285
1234817.324,1500,2460759.84765421,2025,3,25,8,20,37.324,-246.541496232152,52.2440822752386,-5.69606122374535,252.080539928482,0.0361343690936464
1234877.324,1560,2460759.84834865,2025,3,25,8,21,37.324,-246.416654229164,54.3971921085977,-5.9133047995856,252.418678319272,0.0361202202175597
1234937.324,1620,2460759.8490431,2025,3,25,8,22,37.324,-246.287121519446,56.549165910799,-6.13043585146079,252.770126073614,0.0361055579185071
1234997.324,1680,2460759.84973754,2025,3,25,8,23,37.324,-246.152900874615,58.699962766667,-6.34745024208678,253.134798797739,0.0360903827193788
1235057.324,1740,2460759.85043199,2025,3,25,8,24,37.324,-246.013995163143,60.8495418192249,-6.56434383708984,253.512609480775,0.0360746951632761
1235117.324,1800,2460759.85112643,2025,3,25,8,25,37.324,-245.870407357812,62.9978622040385,-6.78111250401707,253.903468553243,0.0360584958082685
1235177.324,1860,2460759.85182088,2025,3,25,8,26,37.324,-245.722140483558,65.1448830995088,-6.99775211384986,254.307283915575,0.0360417852304473
1235237.324,1920,2460759.85251532,2025,3,25,8,27,37.324,-245.569197684526,67.2905637254844,-7.21425853960682,254.723961071965,0.0360245640241817
1235297.324,1980,2460759.85320976,2025,3,25,8,28,37.324,-245.411582179368,69.4348633013608,-7.43062765762443,255.153403145726,0.0360068327995857
1235357.324,2040,2460759.85390421,2025,3,25,8,29,37.324,-245.249297276139,71.5777411127061,-7.64685534680029,255.595510981575,0.0359885921883854
1235417.324,2100,2460759.85459865,2025,3,25,8,30,37.324,-245.082346357405,73.7191564405198,-7.86293748894241,256.050183183508,0.0359698428325807
1235477.324,2160,2460759.8552931,2025,3,25,8,31,37.324,-244.910732917488,75.8590686250983,-8.0788699692348,256.517316239719,0.0359505853953313
1235537.324,2220,2460759.85598754,2025,3,25,8,32,37.324,-244.734460517764,77.9974370149055,-8.29464867571369,256.996804537466,0.0359308205589572
1235597.324,2280,2460759.85668199,2025,3,25,8,33,37.324,-244.55353282392,80.1342210202493,-8.5102694996167,257.488540487025,0.0359105490227444
1235657.324,2340,2460759.85737643,2025,3,25,8,34,37.324,-244.367953568697,82.2693800594178,-8.72572833555751,257.992414542947,0.0358897715007325
1235717.324,2400,2460759.85807088,2025,3,25,8,35,37.324,-244.177726611495,84.4028736096391,-8.94102108123479,258.508315349232,0.0358684887274208
1235777.324,2460,2460759.85876532,2025,3,25,8,36,37.324,-243.982855841517,86.5346611691334,-9.15614363801433,259.036129708887,0.0358467014530794
1235837.324,2520,2460759.85945976,2025,3,25,8,37,37.324,-243.783345282078,88.6647022494832,-9.37109191104537,259.575742752507,0.0358244104458204
1235897.324,2580,2460759.86015421,2025,3,25,8,38,37.324,-243.579199001193,90.7929564542052,-9.58586180803832,260.127037953306,0.0358016164919402
1235957.324,2640,2460759.86084865,2025,3,25,8,39,37.324,-243.370421200991,92.9193833715698,-9.80044924153481,260.689897247738,0.0357783203947435
1236017.324,2700,2460759.8615431,2025,3,25,8,40,37.324,-243.157016135752,95.043942661668,-10.0148501273361,261.264201060516,0.0357545229748885
1236077.324,2760,2460759.86223754,2025,3,25,8,41,37.324,-242.938988171518,97.1665940061712,-10.2290603845031,261.849828414897,0.0357302250731542
1236137.324,2820,2460759.86293199,2025,3,25,8,42,37.324,-242.716341733932,99.28729714057,-10.4430759368697,262.446656967099,0.0357054275460946
1236197.324,2880,2460759.86362643,2025,3,25,8,43,37.324,-242.489081323147,101.406011842258,-10.6568927114713,263.054563087128,0.0356801312639916
1236257.324,2940,2460759.86432088,2025,3,25,8,44,37.324,-242.257211610675,103.522697904248,-10.870506640058,263.673422007917,0.0356543371254094
1236317.324,3000,2460759.86501532,2025,3,25,8,45,37.324,-242.020737253129,105.637315180211,-11.0839136578725,264.303107739971,0.0356280460362521
1236377.324,3060,2460759.86570976,2025,3,25,8,46,37.324,-241.779663033783,107.749823574192,-11.2971097046975,264.943493267299,0.0356012589228023
1236437.324,3120,2460759.86640421,2025,3,25,8,47,37.324,-241.533993840218,109.860183023411,-11.5100907243905,265.594450587408,0.0355739767369786
1236497.324,3180,2460759.86709865,2025,3,25,8,48,37.324,-241.283734597266,111.968353515165,-11.7228526654653,266.255850723917,0.0355462004350777
