secondsSinceStart,secondsSinceManeuer,timeJulianDate,timeUtcYear,timeUtcMonth,timeUtcDay,timeUtcHour,timeUtcMinute,timeUtcSeconds,positionDepRelToChiefLvlhX,positionDepRelToChiefLvlhY,positionDepRelToChiefLvlhZ,relativeRange,relativeVelocity
1073040.17,0,2460757.97523344,2025,3,23,11,24,20.17,-982.612062223256,-5.54745380657876,-1003.82241902567,1404.71231503427,0.0804609138056437
1073100.17,60,2460757.97592789,2025,3,23,11,25,20.17,-986.977604620159,-4.41928211061631,-1002.01870352688,1406.47993383973,0.0814182553791625
1073160.17,120,2460757.97662233,2025,3,23,11,26,20.17,-991.389327302575,-3.25295538380922,-1000.19596197453,1408.28098842466,0.082377906427383
1073220.17,180,2460757.97731678,2025,3,23,11,27,20.17,-995.847146868706,-2.04807220583326,-998.354229226534,1410.11591776733,0.0833398783728961
1073280.17,240,2460757.97801122,2025,3,23,11,28,20.17,-1000.35097904503,-0.804231892808459,-996.493540497293,1411.98516434066,0.0843041826140032
1073340.17,300,2460757.97870567,2025,3,23,11,29,20.17,-1004.90073871613,0.478965506350227,-994.61393135722,1413.88917406211,0.0852708305113754
1073400.17,360,2460757.97940011,2025,3,23,11,30,20.17,-1009.49633986503,1.80191918804438,-992.715437731997,1415.82839617839,0.0862398333774113
1073460.17,420,2460757.98009456,2025,3,23,11,31,20.17,-1014.13769567013,3.16502760615305,-990.79809590205,1417.8032832597,0.0872112024688379
1073520.17,480,2460757.980789,2025,3,23,11,32,20.17,-1018.82471845299,4.5686884344277,-988.861942501593,1419.81429108628,0.0881849489754379
1073580.17,540,2460757.98148345,2025,3,23,11,33,20.17,-1023.55731966347,6.01329860392033,-986.907014518132,1421.86187855989,0.0891610840095165
1073640.17,600,2460757.98217789,2025,3,23,11,34,20.17,-1028.33540988714,7.499254247793,-984.933349291765,1423.9465076291,0.0901396186004809
1073700.17,660,2460757.98287233,2025,3,23,11,35,20.17,-1033.15889891982,9.02695073232089,-982.94098451428,1426.06864326183,0.0911205636850265
1073760.17,720,2460757.98356678,2025,3,23,11,36,20.17,-1038.02769566327,10.5967826287994,-980.929958228779,1428.22875328737,0.0921039300994842
1073820.17,780,2460757.98426122,2025,3,23,11,37,20.17,-1042.94170818478,12.2091437157634,-978.900308828481,1430.42730835445,0.093089728574304
1073880.17,840,2460757.98495567,2025,3,23,11,38,20.17,-1047.90084372461,13.8644269630789,-976.852075056522,1432.66478185094,0.0940779697267795
1073940.17,900,2460757.98565011,2025,3,23,11,39,20.17,-1052.90500864387,15.5630245258407,-974.785296004935,1434.94164977784,0.0950686640535398
1074000.17,960,2460757.98634456,2025,3,23,11,40,20.17,-1057.95410851389,17.3053277592624,-972.700011113659,1437.25839072548,0.0960618219263966
1074060.17,1020,2460757.987039,2025,3,23,11,41,20.17,-1063.04804803431,19.0917271688489,-970.596260170511,1439.61548572278,0.0970574535861182
1074120.17,1080,2460757.98773345,2025,3,23,11,42,20.17,-1068.18673110753,20.9226124504738,-968.474083309615,1442.01341819983,0.0980555691375906
1074180.17,1140,2460757.98842789,2025,3,23,11,43,20.17,-1073.3700607419,22.7983724489728,-966.333521011285,1444.45267382267,0.0990561785440439
1074240.17,1200,2460757.98912233,2025,3,23,11,44,20.17,-1078.597939156,24.7193951637798,-964.174614100921,1446.93374047518,0.100059291622177
1074300.17,1260,2460757.98981678,2025,3,23,11,45,20.17,-1083.87026771903,26.6860677457263,-961.997403748333,1449.45710811862,0.10106491803927
1074360.17,1320,2460757.99051122,2025,3,23,11,46,20.17,-1089.18694700301,28.6987764766097,-959.801931466849,1452.02326873245,0.102073067307506
1074420.17,1380,2460757.99120567,2025,3,23,11,47,20.17,-1094.54787672311,30.7579067808872,-957.588239112869,1454.6327161713,0.103083748781819
1074480.17,1440,2460757.99190011,2025,3,23,11,48,20.17,-1099.95295578241,32.863843207102,-955.356368884648,1457.28594609749,0.104096971654402
1074540.17,1500,2460757.99259456,2025,3,23,11,49,20.17,-1105.40208224952,35.0169694134813,-953.106363321713,1459.98345586271,0.105112744951463
1074600.17,1560,2460757.993289,2025,3,23,11,50,20.17,-1110.89515337348,37.2176681791353,-950.838265304221,1462.72574441695,0.106131077530891
1074660.17,1620,2460757.99398344,2025,3,23,11,51,20.17,-1116.43206559867,39.4663213886904,-948.552118051753,1465.51331221566,0.107151978078729
1074720.17,1680,2460757.99467789,2025,3,23,11,52,20.17,-1122.0127145499,41.76331002016,-946.247965122951,1468.34666110384,0.108175455106331
1074780.17,1740,2460757.99537233,2025,3,23,11,53,20.17,-1127.63699501008,44.10901414256,-943.925850414307,1471.22629419283,0.109201516947248
1074840.17,1800,2460757.99606678,2025,3,23,11,54,20.17,-1133.30480098724,46.5038129120967,-941.585818159598,1474.15271580504,0.11023017175576
1074900.17,1860,2460757.99676122,2025,3,23,11,55,20.17,-1139.01602565497,48.948084557608,-939.227912928953,1477.12643132048,0.111261427502769
1074960.17,1920,2460757.99745567,2025,3,23,11,56,20.17,-1144.77056138963,51.4422063850478,-936.852179627997,1480.14794709712,0.112295291975193
1075020.17,1980,2460757.99815011,2025,3,23,11,57,20.17,-1150.56829974055,53.9865547581782,-934.45866349712,1483.21777033831,0.113331772771744
1075080.17,2040,2460757.99884456,2025,3,23,11,58,20.17,-1156.40913146734,56.5815051010945,-932.047410110477,1486.33640901184,0.114370877303204
1075140.17,2100,2460757.999539,2025,3,23,11,59,20.17,-1162.29294652492,59.2274318862543,-929.618465375286,1489.50437172776,0.115412612789691
1075200.17,2160,2460758.00023344,2025,3,23,12,0,20.17,-1168.21963404864,61.924708625709,-927.17187553081,1492.72216761541,0.116456986258935
1075260.17,2220,2460758.00092789,2025,3,23,12,1,20.17,-1174.18908239901,64.6737078757675,-924.707687147646,1495.99030624713,0.117504004542802
1075320.17,2280,2460758.00162233,2025,3,23,12,2,20.17,-1180.20117914677,67.4748012150511,-922.225947126717,1499.30929751409,0.118553674281077
1075380.17,2340,2460758.00231678,2025,3,23,12,3,20.17,-1186.25581104308,70.3283592490062,-919.726702698579,1502.67965149094,0.119606001913491
1075440.17,2400,2460758.00301122,2025,3,23,12,4,20.17,-1192.35286401212,73.2347515971177,-917.210001422238,1506.10187831646,0.120660993680503
1075500.17,2460,2460758.00370567,2025,3,23,12,5,20.17,-1198.49222327024,76.1943468907334,-914.675891184626,1509.57648817532,0.121718655627072
1075560.17,2520,2460758.00440011,2025,3,23,12,6,20.17,-1204.67377319932,79.2075127619595,-912.124420199369,1513.10399108464,0.122778993593072
1075620.17,2580,2460758.00509456,2025,3,23,12,7,20.17,-1210.8973973766,82.2746158361811,-909.555637006139,1516.68489680423,0.123842013219329
1075680.17,2640,2460758.005789,2025,3,23,12,8,20.17,-1217.16297861934,85.3960217027142,-906.969590472421,1520.31971475932,0.124907719939985
1075740.17,2700,2460758.00648344,2025,3,23,12,9,20.17,-1223.47039896995,88.5720949853754,-904.366329784796,1524.00895391537,0.125976118991034
1075800.17,2760,2460758.00717789,2025,3,23,12,10,20.17,-1229.81953963637,91.8031992671458,-901.745904454801,1527.75312261769,0.12704721540182
1075860.17,2820,2460758.00787233,2025,3,23,12,11,20.17,-1236.21028113365,95.0896970946627,-899.108364316678,1531.55272859223,0.128121013997844
1075920.17,2880,2460758.00856678,2025,3,23,12,12,20.17,-1242.64250312746,98.4319499748993,-896.453759526077,1535.40827870738,0.129197519397201
1075980.17,2940,2460758.00926122,2025,3,23,12,13,20.17,-1249.1160845533,101.830318376786,-893.782140559153,1539.32027895854,0.130276736011224
1076040.17,3000,2460758.00995567,2025,3,23,12,14,20.17,-1255.63090351224,105.285161714066,-891.093558211403,1543.28923427139,0.131358668044257
1076100.17,3060,2460758.01065011,2025,3,23,12,15,20.17,-1262.18683743477,108.796838343849,-888.388063596998,1547.31564852451,0.132443319494697
1076160.17,3120,2460758.01134456,2025,3,23,12,16,20.17,-1268.78376292437,112.3657055627,-885.665708147586,1551.40002431214,0.133530694152759
1076220.17,3180,2460758.012039,2025,3,23,12,17,20.17,-1275.42155579478,115.99211959605,-882.926543611509,1555.54286286432,0.134620795598985
1076280.17,3240,2460758.01273345,2025,3,23,12,18,20.17,-1282.10009111464,119.676435592587,-880.170622052756,1559.74466397454,0.135713627206476
1076340.17,3300,2460758.01342789,2025,3,23,12,19,20.17,-1288.81924322248,123.419007619884,-877.397995849999,1564.00592590438,0.136809192139362
1076400.17,3360,2460758.01412233,2025,3,23,12,20,20.17,-1295.57888568938,127.220188655203,-874.60871769565,1568.32714524579,0.137907493354792
1076460.17,3420,2460758.01481678,2025,3,23,12,21,20.17,-1302.37889128923,131.080330580794,-871.802840594857,1572.70881679038,0.139008533597984
1076520.17,3480,2460758.01551122,2025,3,23,12,22,20.17,-1309.21913209558,134.99978417645,-868.98041786447,1577.15143350431,0.140112315408294
1076580.17,3540,2460758.01620567,2025,3,23,12,23,20.17,-1316.09947938472,138.978899113295,-866.141503132239,1581.6554863445,0.141218841112156
1076640.17,3600,2460758.01690011,2025,3,23,12,24,20.17,-1323.01980372518,143.018023949699,-863.286150335553,1586.22146423022,0.142328112830334
1076700.17,3660,2460758.01759456,2025,3,23,12,25,20.17,-1329.97997488081,147.117506121661,-860.414413720617,1590.84985386102,0.143440132472127
1076760.17,3720,2460758.018289,2025,3,23,12,26,20.17,-1336.97986193001,151.277691937182,-857.526347841398,1595.54113971607,0.144554901739445
1076820.17,3780,2460758.01898345,2025,3,23,12,27,20.17,-1344.01933318377,155.498926572303,-854.622007558602,1600.29580388763,0.145672422125293
1076880.17,3840,2460758.01967789,2025,3,23,12,28,20.17,-1351.098256208,159.781554061637,-851.701448038701,1605.11432600232,0.14679269491332
1076940.17,3900,2460758.02037233,2025,3,23,12,29,20.17,-1358.21649783105,164.125917294777,-848.764724752837,1609.99718313202,0.147915721177976
1077000.17,3960,2460758.02106678,2025,3,23,12,30,20.17,-1365.37392415851,168.532358008217,-845.811893475824,1614.94484971252,0.149041501786947
1077060.17,4020,2460758.02176122,2025,3,23,12,31,20.17,-1372.57040054351,173.001216780126,-842.843010285163,1619.95779742626,0.150170037399606
1077120.17,4080,2460758.02245567,2025,3,23,12,32,20.17,-1379.80579163879,177.532833023818,-839.858131559915,1625.03649515595,0.151301328467423
1077180.17,4140,2460758.02315011,2025,3,23,12,33,20.17,-1387.07996132225,182.127544981336,-836.857313979715,1630.18140883277,0.152435375233396
1077240.17,4200,2460758.02384456,2025,3,23,12,34,20.17,-1394.39277279377,186.785689717933,-833.840614523731,1635.39300143183,0.153572177735441
1077300.17,4260,2460758.024539,2025,3,23,12,35,20.17,-1401.74408850819,191.507603115194,-830.808090469545,1640.67173283025,0.154711735804879
1077360.17,4320,2460758.02523344,2025,3,23,12,36,20.17,-1409.13377019018,196.293619865573,-827.759799392159,1646.01805973691,0.155854049063729
1077420.17,4380,2460758.02592789,2025,3,23,12,37,20.17,-1416.56167884171,201.14407346549,-824.69579916291,1651.43243561766,0.156999116931086
1077480.17,4440,2460758.02662233,2025,3,23,12,38,20.17,-1424.02767480165,206.059296210078,-821.616147948364,1656.91531066771,0.158146938621656
1077540.17,4500,2460758.02731678,2025,3,23,12,39,20.17,-1431.5316176489,211.039619187087,-818.520904209283,1662.46713165184,0.159297513142382
1077600.17,4560,2460758.02801122,2025,3,23,12,40,20.17,-1439.07336620986,216.08537227005,-815.410126699506,1668.08834183558,0.160450839296449
1077660.17,4620,2460758.02870567,2025,3,23,12,41,20.17,-1446.65277869999,221.19688411257,-812.283874464934,1673.77938103482,0.161606915685878
1077720.17,4680,2460758.02940011,2025,3,23,12,42,20.17,-1454.26971258223,226.374482142781,-809.142206842305,1679.54068542356,0.162765740708371
1077780.17,4740,2460758.03009456,2025,3,23,12,43,20.17,-1461.92402458936,231.61849255916,-805.985183458251,1685.37268748522,0.163927312557206
1077840.17,4800,2460758.030789,2025,3,23,12,44,20.17,-1469.61557078362,236.929240317191,-802.812864228072,1691.27581599721,0.165091629224468
